Time Stamp,ID,Extended,Remote Frame,DLC,D1,D2,D3,D4,D5,D6,D7,D8
13112,455,0,0,7,9,110,118,145,0,0,63,0
13113,170,0,0,8,41,211,49,104,0,78,152,0
13123,190,0,0,6,12,1,0,4,227,252,0,0
13124,510,0,0,8,6,110,143,2,0,0,129,84
13125,866,0,0,4,0,0,0,0,0,0,0,0
13135,170,0,0,8,41,211,49,104,2,78,151,0
13136,190,0,0,6,0,1,0,4,227,255,0,0
13136,241,0,0,6,52,6,0,65,243,252,0,0
13137,170,0,0,8,41,211,49,104,4,78,150,0
13148,190,0,0,6,4,1,0,4,227,254,0,0
13148,985,0,0,5,2,0,0,0,0,0,0,0
13149,193,0,0,8,16,0,0,0,16,0,0,0
13150,197,0,0,8,16,0,0,0,16,3,187,62
13161,241,0,0,6,0,6,0,65,243,255,0,0
13161,193,0,0,8,32,0,0,0,32,0,0,0
13162,485,0,0,8,92,255,222,48,0,0,2,165
13162,840,0,0,5,0,0,0,0,27,0,0,0
13173,298,0,0,8,16,226,112,92,0,0,16,181
13174,309,0,0,8,0,0,8,86,98,13,26,52
13174,462,0,0,4,24,0,7,253,0,0,0,0
13185,510,0,0,8,6,110,143,1,0,0,193,91
13186,866,0,0,4,0,0,0,0,0,0,0,0
13186,241,0,0,6,0,6,0,65,243,255,0,0
13187,170,0,0,8,41,211,49,104,4,78,150,0
13197,190,0,0,6,4,1,0,4,227,254,0,0
13198,241,0,0,6,28,7,0,65,241,254,0,0
13199,193,0,0,8,32,0,0,0,32,0,0,0
13199,197,0,0,8,32,0,0,0,32,3,187,62
13210,810,0,0,8,6,141,204,189,107,2,0,142
13211,193,0,0,8,48,0,0,0,48,0,0,0
13212,197,0,0,8,48,0,0,0,48,3,187,62
13212,455,0,0,7,9,110,182,144,0,0,63,0
13223,840,0,0,5,0,0,0,0,27,0,0,0
13224,501,0,0,8,15,15,0,1,0,0,3,0
13224,510,0,0,8,6,110,143,1,0,0,1,67
13225,866,0,0,4,0,0,0,0,0,0,0,0
13235,170,0,0,8,41,211,49,104,2,78,151,0
13236,241,0,0,6,28,7,0,65,241,254,0,0
13237,1005,0,0,6,0,0,0,0,0,255,0,0
13247,170,0,0,8,41,211,49,104,4,78,150,0
13248,190,0,0,6,4,1,0,4,227,254,0,0
13249,501,0,0,8,15,15,0,1,0,0,3,0
13249,193,0,0,8,48,0,0,0,48,0,0,0
13260,197,0,0,8,48,0,0,0,48,3,187,62
13261,193,0,0,8,0,0,0,0,0,0,0,0
13262,197,0,0,8,0,0,0,0,0,3,187,62
13262,485,0,0,8,92,255,221,112,0,0,2,228
13273,298,0,0,8,16,226,112,92,0,0,16,133
13274,485,0,0,8,92,255,222,16,0,0,2,133
13274,844,0,0,8,234,149,31,250,3,243,0,0
13275,462,0,0,4,0,0,0,0,0,0,0,0
13285,510,0,0,8,6,110,143,1,0,0,65,75
13286,241,0,0,6,40,6,0,65,243,253,0,0
13287,170,0,0,8,41,211,49,104,4,78,150,0
13297,190,0,0,6,4,1,0,4,227,254,0,0
13298,201,0,0,8,0,0,0,39,0,0,24,0
13299,241,0,0,6,52,7,0,65,241,252,0,0
13299,193,0,0,8,0,0,0,0,0,0,0,0
13300,197,0,0,8,0,0,0,0,0,3,187,62
13311,193,0,0,8,16,0,0,0,16,0,0,0
13311,197,0,0,8,16,0,0,0,16,3,187,62
13312,455,0,0,7,9,110,246,143,0,0,63,0
13323,170,0,0,8,41,211,49,104,0,78,152,0
13323,190,0,0,6,12,1,0,4,227,252,0,0
13324,510,0,0,8,6,110,143,2,0,0,129,84
13324,866,0,0,4,0,0,0,0,0,0,0,0
13335,170,0,0,8,41,211,49,104,2,78,151,0
13336,462,0,0,4,24,0,7,253,0,0,0,0
13337,241,0,0,6,52,7,0,65,241,252,0,0
13337,170,0,0,8,41,211,49,104,4,78,150,0
13348,190,0,0,6,4,1,0,4,227,254,0,0
13349,501,0,0,8,15,15,0,1,0,0,3,0
13350,1017,0,0,8,0,0,0,0,79,0,232,66
13350,1020,0,0,8,72,24,112,163,155,0,163,155
13361,193,0,0,8,16,0,0,0,16,0,0,0
13362,209,0,0,7,64,0,127,255,0,255,0,0
13363,840,0,0,5,0,0,0,0,27,0,0,0
13363,298,0,0,8,16,226,112,92,0,0,16,149
13374,608,0,0,8,200,0,0,0,0,0,0,0
13374,844,0,0,8,250,152,31,250,3,244,0,0
13375,462,0,0,4,8,0,7,255,0,0,0,0
13386,510,0,0,8,6,110,143,1,0,0,193,91
13386,866,0,0,4,0,0,0,0,0,0,0,0
13387,241,0,0,6,0,6,0,65,243,255,0,0
13387,170,0,0,8,41,211,49,104,4,78,150,0
13398,190,0,0,6,4,1,0,4,227,254,0,0
13399,241,0,0,6,28,7,0,65,241,254,0,0
13400,193,0,0,8,32,0,0,0,32,0,0,0
13400,499,0,0,3,192,224,0,0,0,0,0,0
13411,197,0,0,8,32,0,0,0,32,3,187,62
13411,241,0,0,6,40,7,0,65,241,253,0,0
13412,463,0,0,3,0,0,5,0,0,0,0,0
13412,170,0,0,8,41,211,49,104,0,78,152,0
13423,190,0,0,6,12,1,0,4,227,252,0,0
13424,510,0,0,8,6,110,143,1,0,0,1,67
13424,866,0,0,4,0,0,0,0,0,0,0,0
13425,170,0,0,8,41,211,49,104,2,78,151,0
13436,190,0,0,6,0,1,0,4,227,255,0,0
13436,241,0,0,6,28,7,0,65,241,254,0,0
13437,170,0,0,8,41,211,49,104,4,78,150,0
13448,190,0,0,6,4,1,0,4,227,254,0,0
13448,201,0,0,8,0,0,0,39,0,0,24,0
13449,193,0,0,8,48,0,0,0,48,0,0,0
13450,197,0,0,8,48,0,0,0,48,3,187,62
13461,241,0,0,6,40,6,0,65,243,253,0,0
13461,193,0,0,8,0,0,0,0,0,0,0,0
13462,209,0,0,7,192,0,255,253,0,253,0,0
13462,840,0,0,5,0,0,0,0,27,0,0,0
13473,298,0,0,8,16,226,112,92,0,0,16,165
13474,309,0,0,8,0,0,8,86,98,13,26,52
13474,462,0,0,4,16,0,7,254,0,0,0,0
13475,510,0,0,8,6,110,143,2,0,0,65,76
13485,866,0,0,4,0,0,0,0,0,0,0,0
13486,241,0,0,6,40,6,0,65,243,253,0,0
13486,1005,0,0,6,0,0,0,0,0,255,0,0
13487,170,0,0,8,41,211,49,104,4,78,150,0
13498,190,0,0,6,4,1,0,4,227,254,0,0
13499,241,0,0,6,52,6,0,65,243,252,0,0
13499,193,0,0,8,0,0,0,0,0,0,0,0
13510,810,0,0,8,6,141,204,189,107,2,0,142
13511,197,0,0,8,0,0,0,0,0,3,187,62
13511,197,0,0,8,16,0,0,0,16,3,187,62
13512,463,0,0,3,0,0,5,0,0,0,0,0
13523,485,0,0,8,92,255,221,16,0,0,2,132
13523,501,0,0,8,15,15,0,1,0,0,3,0
13524,510,0,0,8,6,110,143,1,0,0,129,83
13524,866,0,0,4,0,0,0,0,0,0,0,0
13535,170,0,0,8,41,211,49,104,2,78,151,0
13536,462,0,0,4,8,0,7,255,0,0,0,0
13536,241,0,0,6,52,6,0,65,243,252,0,0
13537,170,0,0,8,41,211,49,104,4,78,150,0
13548,190,0,0,6,4,1,0,4,227,254,0,0
13548,501,0,0,8,15,15,0,1,0,0,3,0
13549,193,0,0,8,16,0,0,0,16,0,0,0
13550,460,0,0,5,0,0,0,0,0,0,0,0
13561,197,0,0,8,16,0,0,0,16,3,187,62
13561,193,0,0,8,32,0,0,0,32,0,0,0
13562,209,0,0,7,64,0,127,255,0,255,0,0
13562,298,0,0,8,16,226,112,92,0,0,16,181
13573,608,0,0,8,200,0,0,0,0,0,0,0
13574,481,0,0,7,0,0,0,0,2,24,208,0
13574,462,0,0,4,24,0,7,253,0,0,0,0
13575,510,0,0,8,6,110,143,1,0,0,193,91
13586,866,0,0,4,0,0,0,0,0,0,0,0
13586,241,0,0,6,0,7,0,65,241,255,0,0
13587,170,0,0,8,41,211,49,104,4,78,150,0
13598,190,0,0,6,4,1,0,4,227,254,0,0
13598,201,0,0,8,0,0,0,39,0,0,24,0
13599,193,0,0,8,32,0,0,0,32,0,0,0
13600,197,0,0,8,32,0,0,0,32,3,187,62
13611,481,0,0,7,0,0,0,0,3,28,192,0
13611,193,0,0,8,48,0,0,0,48,0,0,0
13612,209,0,0,7,128,0,191,254,0,254,0,0
13612,485,0,0,8,92,255,222,80,0,0,2,197
13623,499,0,0,3,128,160,0,0,0,0,0,0
13624,510,0,0,8,6,110,143,1,0,0,1,67
13624,866,0,0,4,0,0,0,0,0,0,0,0
13625,170,0,0,8,41,211,49,104,2,78,151,0
13636,190,0,0,6,0,1,0,4,227,255,0,0
13636,1105,0,0,6,0,0,0,0,255,0,0,0
13637,241,0,0,6,28,6,0,65,243,254,0,0
13637,170,0,0,8,41,211,49,104,4,78,150,0
13648,190,0,0,6,4,1,0,4,227,254,0,0
13649,1001,0,0,8,0,0,0,0,0,0,0,0
13650,193,0,0,8,48,0,0,0,48,0,0,0
13650,460,0,0,5,0,0,0,0,0,0,0,0
13661,197,0,0,8,48,0,0,0,48,3,187,62
13662,298,0,0,8,16,226,112,92,0,0,16,133
13662,489,0,0,8,0,0,0,14,175,248,0,0
13663,481,0,0,7,0,0,0,0,1,20,224,0
13673,608,0,0,8,200,0,0,0,0,0,0,0
13674,501,0,0,8,15,15,0,1,0,0,3,0
13674,462,0,0,4,0,0,0,0,0,0,0,0
13675,510,0,0,8,6,110,139,1,0,0,65,71
13686,866,0,0,4,0,0,0,0,0,0,0,0
13686,241,0,0,6,40,6,0,65,243,253,0,0
13687,170,0,0,8,41,211,49,104,4,78,150,0
13698,190,0,0,6,4,1,0,4,227,254,0,0
13698,201,0,0,8,0,0,0,39,0,0,24,0
13699,193,0,0,8,0,0,0,0,0,0,0,0
13700,499,0,0,3,64,96,0,0,0,0,0,0
13700,197,0,0,8,0,0,0,0,0,3,187,62
13711,193,0,0,8,16,0,0,0,16,0,0,0
13712,209,0,0,7,0,0,0,0,0,0,0,0
13712,485,0,0,8,92,255,222,16,0,0,2,133
13713,170,0,0,8,41,211,49,104,0,78,152,0
13724,190,0,0,6,12,1,0,4,227,252,0,0
13724,510,0,0,8,6,110,143,1,0,0,129,83
13725,866,0,0,4,0,0,0,0,0,0,0,0
13735,170,0,0,8,41,211,49,104,2,78,151,0
13736,190,0,0,6,0,1,0,4,227,255,0,0
13737,241,0,0,6,52,6,0,65,243,252,0,0
13737,1005,0,0,6,0,0,0,0,0,255,0,0
13748,170,0,0,8,41,211,49,104,4,78,150,0
13749,501,0,0,8,15,15,0,1,0,0,3,0
13749,193,0,0,8,16,0,0,0,16,0,0,0
13750,460,0,0,5,0,0,0,0,0,0,0,0
13761,197,0,0,8,16,0,0,0,16,3,187,62
13761,197,0,0,8,32,0,0,0,32,3,187,62
13762,485,0,0,8,92,255,222,48,0,0,2,165
13763,499,0,0,3,192,224,0,0,0,0,0,0
13773,608,0,0,8,200,0,0,0,0,0,0,0
13774,462,0,0,4,8,0,7,255,0,0,0,0
13774,510,0,0,8,6,110,143,1,0,0,193,91
13775,866,0,0,4,0,0,0,0,0,0,0,0
13785,170,0,0,8,41,211,49,104,2,78,151,0
13786,241,0,0,6,0,7,0,65,241,255,0,0
13787,170,0,0,8,41,211,49,104,4,78,150,0
13797,190,0,0,6,4,1,0,4,227,254,0,0
13798,201,0,0,8,0,0,0,39,0,0,24,0
13799,241,0,0,6,28,7,0,65,241,254,0,0
13800,193,0,0,8,32,0,0,0,32,0,0,0
13810,197,0,0,8,32,0,0,0,32,3,187,62
13811,193,0,0,8,48,0,0,0,48,0,0,0
13812,197,0,0,8,48,0,0,0,48,3,187,62
13812,455,0,0,7,9,110,54,146,0,0,63,0
13823,170,0,0,8,41,211,49,104,0,78,152,0
13824,501,0,0,8,15,15,0,1,0,0,3,0
13824,510,0,0,8,6,110,143,2,0,0,1,68
13825,866,0,0,4,0,0,0,0,0,0,0,0
13836,170,0,0,8,41,211,49,104,2,78,151,0
13836,1105,0,0,6,0,0,0,0,255,0,0,0
13837,241,0,0,6,28,7,0,65,241,254,0,0
13838,170,0,0,8,41,211,49,104,4,78,150,0
13849,190,0,0,6,4,1,0,4,227,254,0,0
13849,501,0,0,8,15,15,0,1,0,0,3,0
13850,1225,0,0,7,64,89,0,0,16,0,0,0
13851,1020,0,0,8,72,24,112,163,155,0,163,155
13862,193,0,0,8,48,0,0,0,48,0,0,0
13862,489,0,0,8,0,0,0,14,175,250,0,0
13863,298,0,0,8,16,226,112,92,0,0,16,165
13874,608,0,0,8,200,0,0,0,0,0,0,0
13874,609,0,0,6,128,0,0,0,0,0,0,0
13875,455,0,0,7,9,110,246,143,0,0,63,0
13876,462,0,0,4,16,0,7,254,0,0,0,0
13886,510,0,0,8,6,110,143,1,0,0,65,75
13887,241,0,0,6,40,6,0,65,243,253,0,0
13887,170,0,0,8,41,211,49,104,4,78,150,0
13888,190,0,0,6,4,1,0,4,227,254,0,0
13899,201,0,0,8,0,0,0,39,0,0,24,0
13900,193,0,0,8,0,0,0,0,0,0,0,0
13900,481,0,0,7,0,0,0,0,1,20,224,0
13901,197,0,0,8,0,0,0,0,0,3,187,62
13912,209,0,0,7,192,0,255,253,0,253,0,0
13912,455,0,0,7,9,110,118,145,0,0,63,0
13913,1323,0,0,4,53,51,168,58,0,0,0,0
13913,170,0,0,8,41,211,49,104,0,78,152,0
13924,190,0,0,6,12,1,0,4,227,252,0,0
13925,328,0,0,1,0,0,0,0,0,0,0,0
13925,1912,0,0,7,0,49,0,0,0,0,0,0
13926,510,0,0,8,6,110,143,1,0,0,129,83
13937,170,0,0,8,41,211,49,104,2,78,151,0
13937,241,0,0,6,52,6,0,65,243,252,0,0
13938,170,0,0,8,41,211,49,104,4,78,150,0
13949,190,0,0,6,4,1,0,4,227,254,0,0
13949,201,0,0,8,0,0,0,39,0,0,24,0
13950,193,0,0,8,16,0,0,0,16,0,0,0
13951,460,0,0,5,0,0,0,0,0,0,0,0
13961,197,0,0,8,16,0,0,0,16,3,187,62
13962,485,0,0,8,92,255,222,48,0,0,2,165
13962,481,0,0,7,0,0,0,0,3,28,192,0
13963,608,0,0,8,200,0,0,0,0,0,0,0
13974,609,0,0,6,128,0,0,0,0,0,0,0
13974,462,0,0,4,24,0,7,253,0,0,0,0
13975,510,0,0,8,6,110,143,1,0,0,193,91
13975,866,0,0,4,0,0,0,0,0,0,0,0
13986,170,0,0,8,41,211,49,104,2,78,151,0
13987,241,0,0,6,0,7,0,65,241,255,0,0
13987,1005,0,0,6,0,0,0,0,0,255,0,0
13988,170,0,0,8,41,211,49,104,4,78,150,0
13999,190,0,0,6,4,1,0,4,227,254,0,0
13999,193,0,0,8,32,0,0,0,32,0,0,0
14000,241,0,0,6,28,7,0,65,241,254,0,0
14011,197,0,0,8,32,0,0,0,32,3,187,62
14011,209,0,0,7,64,0,127,255,0,255,0,0
14012,455,0,0,7,9,110,182,144,0,0,63,0
14012,170,0,0,8,41,211,49,104,0,78,152,0
14023,190,0,0,6,12,2,0,4,227,251,0,0
14024,844,0,0,8,226,147,31,249,3,243,0,0
14024,510,0,0,8,6,110,143,1,0,0,1,67
14035,866,0,0,4,0,0,0,0,0,0,0,0
14036,170,0,0,8,41,211,49,104,2,78,151,0
14036,241,0,0,6,28,6,0,65,243,254,0,0
14037,170,0,0,8,41,211,49,104,4,78,150,0
14048,190,0,0,6,4,1,0,4,227,254,0,0
14048,501,0,0,8,15,15,0,1,0,0,3,0
14049,241,0,0,6,40,6,0,65,243,253,0,0
14050,460,0,0,5,0,0,0,0,0,0,0,0
14060,193,0,0,8,48,0,0,0,48,0,0,0
14061,193,0,0,8,0,0,0,0,0,0,0,0
14062,298,0,0,8,16,226,112,92,0,0,16,133
14062,489,0,0,8,0,0,0,14,175,249,0,0
14073,499,0,0,3,64,96,0,0,0,0,0,0
14074,431,0,0,8,32,0,0,16,0,0,0,255
14074,462,0,0,4,0,0,0,0,0,0,0,0
14075,510,0,0,8,6,110,143,1,0,0,65,75
14085,866,0,0,4,0,0,0,0,0,0,0,0
14086,1009,0,0,8,0,255,79,8,19,255,10,155
14087,241,0,0,6,40,7,0,65,241,253,0,0
14087,170,0,0,8,41,211,49,104,4,78,150,0
14098,190,0,0,6,4,1,0,4,227,254,0,0
14099,1020,0,0,8,72,24,112,163,155,0,163,155
14100,193,0,0,8,0,0,0,0,0,0,0,0
14100,197,0,0,8,0,0,0,0,0,3,187,62
14111,810,0,0,8,6,141,204,189,107,2,0,142
14112,197,0,0,8,16,0,0,0,16,3,187,62
14112,481,0,0,7,0,0,0,0,0,16,240,0
14123,170,0,0,8,41,211,49,104,0,78,152,0
14124,190,0,0,6,12,1,0,4,227,252,0,0
14124,510,0,0,8,6,94,139,1,0,0,129,63
14125,866,0,0,4,0,0,0,0,0,0,0,0
14135,170,0,0,8,41,211,49,104,2,78,151,0
14136,241,0,0,6,52,6,0,65,243,252,0,0
14137,170,0,0,8,41,211,49,104,4,78,150,0
14137,190,0,0,6,4,1,0,4,227,254,0,0
14148,201,0,0,8,0,0,0,39,0,0,24,0
14149,501,0,0,8,15,15,0,1,0,0,3,0
14150,460,0,0,5,0,0,0,0,0,0,0,0
14150,193,0,0,8,16,0,0,0,16,0,0,0
14161,241,0,0,6,0,7,0,65,241,255,0,0
14162,197,0,0,8,32,0,0,0,32,3,187,62
14162,489,0,0,8,0,0,0,14,175,248,0,0
14163,608,0,0,8,200,0,0,0,0,0,0,0
14173,609,0,0,6,128,0,0,0,0,0,0,0
14174,844,0,0,8,250,149,31,248,3,243,0,0
14175,462,0,0,4,8,0,7,255,0,0,0,0
14175,510,0,0,8,6,110,143,1,0,0,193,91
14186,866,0,0,4,0,0,0,0,0,0,0,0
14186,241,0,0,6,0,6,0,65,243,255,0,0
14187,170,0,0,8,41,211,49,104,4,78,150,0
14198,190,0,0,6,4,1,0,4,227,254,0,0
14198,201,0,0,8,0,0,0,39,0,0,24,0
14199,193,0,0,8,32,0,0,0,32,0,0,0
14200,197,0,0,8,32,0,0,0,32,3,187,62
14211,241,0,0,6,28,6,0,65,243,254,0,0
14211,193,0,0,8,48,0,0,0,48,0,0,0
14212,463,0,0,3,0,0,5,0,0,0,0,0
14212,485,0,0,8,92,255,222,80,0,0,2,197
14223,170,0,0,8,41,211,49,104,0,78,152,0
14224,510,0,0,8,6,110,143,1,0,0,1,67
14224,866,0,0,4,0,0,0,0,0,0,0,0
14225,170,0,0,8,41,211,49,104,2,78,151,0
14236,190,0,0,6,0,1,0,4,227,255,0,0
14236,1105,0,0,6,0,0,0,0,255,0,0,0
14237,241,0,0,6,28,7,0,65,241,254,0,0
14237,1005,0,0,6,0,0,0,0,0,255,0,0
14248,170,0,0,8,41,211,49,104,4,78,150,0
14249,1001,0,0,8,0,0,0,0,0,0,0,0
14250,460,0,0,5,0,0,0,0,0,0,0,0
14250,193,0,0,8,48,0,0,0,48,0,0,0
14261,241,0,0,6,40,7,0,65,241,253,0,0
14262,197,0,0,8,0,0,0,0,0,3,187,62
14262,489,0,0,8,0,0,0,14,175,249,0,0
14263,481,0,0,7,0,0,0,0,1,20,224,0
14273,608,0,0,8,200,0,0,0,0,0,0,0
14274,462,0,0,4,16,0,7,254,0,0,0,0
14274,510,0,0,8,6,110,143,2,0,0,65,76
14285,866,0,0,4,0,0,0,0,0,0,0,0
14286,170,0,0,8,41,211,49,104,2,78,151,0
14286,241,0,0,6,40,6,0,65,243,253,0,0
14287,170,0,0,8,41,211,49,104,4,78,150,0
14298,190,0,0,6,4,1,0,4,227,254,0,0
14298,193,0,0,8,0,0,0,0,0,0,0,0
14299,197,0,0,8,0,0,0,0,0,3,187,62
14300,241,0,0,6,52,7,0,65,241,252,0,0
14311,209,0,0,7,192,0,255,253,0,253,0,0
14311,460,0,0,5,0,0,0,0,0,0,0,0
14312,197,0,0,8,16,0,0,0,16,3,187,62
14312,485,0,0,8,92,255,222,16,0,0,2,133
14323,170,0,0,8,41,211,49,104,0,78,152,0
14324,844,0,0,8,242,150,31,250,3,243,0,0
14324,510,0,0,8,6,126,139,1,0,0,129,95
14335,866,0,0,4,0,0,0,0,0,0,0,0
14336,170,0,0,8,41,211,49,104,2,78,151,0
14336,1009,0,0,8,0,255,79,8,19,255,10,155
14337,241,0,0,6,52,6,0,65,243,252,0,0
14348,170,0,0,8,41,211,49,104,4,78,150,0
14349,501,0,0,8,15,15,0,1,0,0,3,0
14349,1105,0,0,6,0,0,0,0,255,0,0,0
14350,1020,0,0,8,72,24,112,163,155,0,163,155
14361,460,0,0,5,0,0,0,0,0,0,0,0
14362,197,0,0,8,32,0,0,0,32,3,187,62
14362,489,0,0,8,0,0,0,14,175,249,0,0
14363,298,0,0,8,16,226,112,92,0,0,16,181
14374,608,0,0,8,200,0,0,0,0,0,0,0
14374,844,0,0,8,250,150,31,249,3,243,0,0
14375,462,0,0,4,24,0,7,253,0,0,0,0
14385,510,0,0,8,6,110,139,1,0,0,193,87
14386,866,0,0,4,0,0,0,0,0,0,0,0
14386,241,0,0,6,0,6,0,65,243,255,0,0
14387,170,0,0,8,41,211,49,104,4,78,150,0
14398,190,0,0,6,4,1,0,4,227,254,0,0
14398,193,0,0,8,32,0,0,0,32,0,0,0
14399,197,0,0,8,32,0,0,0,32,3,187,62
14400,241,0,0,6,28,7,0,65,241,254,0,0
14411,209,0,0,7,64,0,127,255,0,255,0,0
14411,193,0,0,8,48,0,0,0,48,0,0,0
14412,481,0,0,7,0,0,0,0,2,24,208,0
14412,840,0,0,5,0,0,0,0,27,0,0,0
14423,170,0,0,8,41,211,49,104,0,78,152,0
14424,510,0,0,8,6,110,143,1,0,0,1,67
14424,866,0,0,4,0,0,0,0,0,0,0,0
14425,170,0,0,8,41,211,49,104,2,78,151,0
14436,190,0,0,6,0,1,0,4,227,255,0,0
14436,241,0,0,6,28,7,0,65,241,254,0,0
14437,170,0,0,8,41,211,49,104,4,78,150,0
14448,190,0,0,6,4,1,0,4,227,254,0,0
14448,201,0,0,8,0,0,0,39,0,0,24,0
14449,1001,0,0,8,0,0,0,0,0,0,0,0
14450,460,0,0,5,0,0,0,0,0,0,0,0
14450,193,0,0,8,48,0,0,0,48,0,0,0
14461,193,0,0,8,0,0,0,0,0,0,0,0
14462,209,0,0,7,192,0,255,253,0,253,0,0
14462,840,0,0,5,0,0,0,0,27,0,0,0
14463,298,0,0,8,16,226,112,92,0,0,16,133
14474,608,0,0,8,200,0,0,0,0,0,0,0
14474,462,0,0,4,0,0,0,0,0,0,0,0
14475,510,0,0,8,6,126,143,1,0,0,65,91
14485,866,0,0,4,0,0,0,0,0,0,0,0
14486,170,0,0,8,41,211,49,104,2,78,151,0
14486,241,0,0,6,40,7,0,65,241,253,0,0
14487,1005,0,0,6,0,0,0,0,0,255,0,0
14498,170,0,0,8,41,211,49,104,4,78,150,0
14499,241,0,0,6,52,7,0,65,241,252,0,0
14499,193,0,0,8,0,0,0,0,0,0,0,0
14500,197,0,0,8,0,0,0,0,0,3,187,62
14511,481,0,0,7,0,0,0,0,1,20,224,0
14511,193,0,0,8,16,0,0,0,16,0,0,0
14512,209,0,0,7,0,0,0,0,0,0,0,0
14512,840,0,0,5,0,0,0,0,27,0,0,0
14523,170,0,0,8,41,211,49,104,0,78,152,0
14524,510,0,0,8,6,94,143,1,0,0,129,67
14524,866,0,0,4,0,0,0,0,0,0,0,0
14525,170,0,0,8,41,211,49,104,2,78,151,0
14536,190,0,0,6,0,1,0,4,227,255,0,0
14536,1105,0,0,6,0,0,0,0,255,0,0,0
14537,241,0,0,6,52,7,0,65,241,252,0,0
14537,170,0,0,8,41,211,49,104,4,78,150,0
14548,190,0,0,6,4,1,0,4,227,254,0,0
14549,241,0,0,6,0,7,0,65,241,255,0,0
14550,460,0,0,5,0,0,0,0,0,0,0,0
14550,193,0,0,8,16,0,0,0,16,0,0,0
14561,197,0,0,8,16,0,0,0,16,3,187,62
14562,298,0,0,8,16,226,112,92,0,0,16,149
14562,840,0,0,5,0,0,0,0,27,0,0,0
14563,481,0,0,7,0,0,0,0,3,28,192,0
14574,608,0,0,8,200,0,0,0,0,0,0,0
14574,462,0,0,4,8,0,7,255,0,0,0,0
14575,510,0,0,8,6,110,143,1,0,0,193,91
14585,866,0,0,4,0,0,0,0,0,0,0,0
14586,170,0,0,8,41,211,49,104,2,78,151,0
14586,241,0,0,6,0,6,0,65,243,255,0,0
14587,170,0,0,8,41,211,49,104,4,78,150,0
14598,190,0,0,6,4,1,0,4,227,254,0,0
14599,1020,0,0,8,72,24,112,163,155,0,163,155
14599,193,0,0,8,32,0,0,0,32,0,0,0
14600,197,0,0,8,32,0,0,0,32,3,187,62
14611,241,0,0,6,28,7,0,65,241,254,0,0
14611,463,0,0,3,0,0,5,0,0,0,0,0
14612,455,0,0,7,9,110,54,146,0,0,63,0
14612,170,0,0,8,41,211,49,104,0,78,152,0
14623,190,0,0,6,12,1,0,4,227,252,0,0
14624,510,0,0,8,6,110,143,1,0,0,1,67
14624,866,0,0,4,0,0,0,0,0,0,0,0
14635,170,0,0,8,41,211,49,104,2,78,151,0
14636,190,0,0,6,0,1,0,4,227,255,0,0
14636,241,0,0,6,28,7,0,65,241,254,0,0
14637,170,0,0,8,41,211,49,104,4,78,150,0
14648,190,0,0,6,4,1,0,4,227,254,0,0
14648,431,0,0,8,32,0,0,16,0,0,0,255
14649,460,0,0,5,0,0,0,0,0,0,0,0
14650,193,0,0,8,48,0,0,0,48,0,0,0
14661,197,0,0,8,48,0,0,0,48,3,187,62
14661,193,0,0,8,0,0,0,0,0,0,0,0
14662,209,0,0,7,192,0,255,253,0,253,0,0
14662,298,0,0,8,16,226,112,92,0,0,16,165
14673,608,0,0,8,200,0,0,0,0,0,0,0
14674,309,0,0,8,0,0,8,86,98,13,26,54
14674,462,0,0,4,16,0,7,254,0,0,0,0
14675,510,0,0,8,6,110,143,1,0,0,65,75
14686,866,0,0,4,0,0,0,0,0,0,0,0
14686,241,0,0,6,40,7,0,65,241,253,0,0
14687,170,0,0,8,41,211,49,104,4,78,150,0
14697,190,0,0,6,4,1,0,4,227,254,0,0
14698,201,0,0,8,0,0,0,39,0,0,24,0
14699,193,0,0,8,0,0,0,0,0,0,0,0
14700,197,0,0,8,0,0,0,0,0,3,187,62
14700,241,0,0,6,52,7,0,65,241,252,0,0
14711,460,0,0,5,0,0,0,0,0,0,0,0
14711,197,0,0,8,16,0,0,0,16,3,187,62
14712,455,0,0,7,9,110,118,145,0,0,63,0
14723,170,0,0,8,41,211,49,104,0,78,152,0
14723,190,0,0,6,12,1,0,4,227,252,0,0
14724,510,0,0,8,6,110,143,1,0,0,129,83
14724,866,0,0,4,0,0,0,0,0,0,0,0
14735,170,0,0,8,41,211,49,104,2,78,151,0
14736,462,0,0,4,8,0,7,255,0,0,0,0
14736,241,0,0,6,52,7,0,65,241,252,0,0
14737,1005,0,0,6,0,0,0,0,0,255,0,0
14748,170,0,0,8,41,211,49,104,4,78,150,0
14748,431,0,0,8,32,0,0,16,0,0,0,255
14749,460,0,0,5,0,0,0,0,0,0,0,0
14750,193,0,0,8,16,0,0,0,16,0,0,0
14761,197,0,0,8,16,0,0,0,16,3,187,62
14761,193,0,0,8,32,0,0,0,32,0,0,0
14762,485,0,0,8,92,255,222,48,0,0,2,165
14763,298,0,0,8,16,226,112,92,0,0,16,181
14773,608,0,0,8,200,0,0,0,0,0,0,0
14774,481,0,0,7,0,0,0,0,2,24,208,0
14774,462,0,0,4,24,0,7,253,0,0,0,0
14775,510,0,0,8,6,126,143,1,0,0,193,107
14786,866,0,0,4,0,0,0,0,0,0,0,0
14786,241,0,0,6,0,6,0,65,243,255,0,0
14787,170,0,0,8,41,211,49,106,4,78,148,0
14797,190,0,0,6,4,2,0,4,227,253,0,0
