Time Stamp,ID,Extended,Remote Frame,DLC,D1,D2,D3,D4,D5,D6,D7,D8
11436,241,0,0,6,28,6,0,65,243,254,0,0
11437,170,0,0,8,41,211,49,104,4,78,150,0
11448,190,0,0,6,4,2,0,4,227,253,0,0
11448,201,0,0,8,0,0,0,39,0,0,24,0
11449,193,0,0,8,48,0,0,0,48,0,0,0
11450,197,0,0,8,48,0,0,0,48,3,187,62
11450,241,0,0,6,40,6,0,65,243,253,0,0
11461,193,0,0,8,0,0,0,0,0,0,0,0
11462,209,0,0,7,192,0,255,253,0,253,0,0
11462,840,0,0,5,0,0,0,0,27,0,0,0
11473,298,0,0,8,16,226,112,92,0,0,16,165
11474,608,0,0,8,200,0,0,0,0,0,0,0
11474,462,0,0,4,16,0,7,254,0,0,0,0
11475,510,0,0,8,6,110,143,1,0,0,65,75
11485,866,0,0,4,0,0,0,0,0,0,0,0
11486,241,0,0,6,40,7,0,65,241,253,0,0
11486,1005,0,0,6,0,0,0,0,0,255,0,0
11487,170,0,0,8,41,211,49,104,4,78,150,0
11498,190,0,0,6,4,1,0,4,227,254,0,0
11499,241,0,0,6,52,6,0,65,243,252,0,0
11499,193,0,0,8,0,0,0,0,0,0,0,0
11500,481,0,0,7,0,0,0,0,1,20,224,0
11511,197,0,0,8,0,0,0,0,0,3,187,62
11511,197,0,0,8,16,0,0,0,16,3,187,62
11512,455,0,0,7,9,110,118,145,0,0,63,0
11512,840,0,0,5,0,0,0,0,27,0,0,0
11523,170,0,0,8,41,211,49,104,0,78,152,0
11524,510,0,0,8,6,110,143,2,0,0,129,84
11524,866,0,0,4,0,0,0,0,0,0,0,0
11525,170,0,0,8,41,211,49,104,2,78,151,0
11536,190,0,0,6,0,1,0,4,227,255,0,0
11536,241,0,0,6,52,7,0,65,241,252,0,0
11537,170,0,0,8,41,211,49,104,4,78,150,0
11548,190,0,0,6,4,1,0,4,227,254,0,0
11548,201,0,0,8,0,0,0,39,0,0,24,0
11549,193,0,0,8,16,0,0,0,16,0,0,0
11550,197,0,0,8,16,0,0,0,16,3,187,62
11561,352,0,0,5,192,12,142,244,3,0,0,0
11561,193,0,0,8,32,0,0,0,32,0,0,0
11562,209,0,0,7,64,0,127,255,0,255,0,0
11562,840,0,0,5,0,0,0,0,27,0,0,0
11573,298,0,0,8,16,226,112,92,0,0,16,181
11574,499,0,0,3,128,160,0,0,0,0,0,0
11574,462,0,0,4,24,0,7,253,0,0,0,0
11575,510,0,0,8,6,110,143,1,0,0,193,91
11586,866,0,0,4,0,0,0,0,0,0,0,0
11586,241,0,0,6,0,7,0,65,241,255,0,0
11587,170,0,0,8,41,211,49,104,4,78,150,0
11597,190,0,0,6,4,1,0,4,227,254,0,0
11598,201,0,0,8,0,0,0,39,0,0,24,0
11599,241,0,0,6,28,6,0,65,243,254,0,0
11599,193,0,0,8,32,0,0,0,32,0,0,0
11600,499,0,0,3,192,224,0,0,0,0,0,0
11611,193,0,0,8,48,0,0,0,48,0,0,0
11611,197,0,0,8,48,0,0,0,48,3,187,62
11612,485,0,0,8,92,255,222,80,0,0,2,197
11623,170,0,0,8,41,211,49,104,0,78,152,0
11623,190,0,0,6,12,1,0,4,227,252,0,0
11624,510,0,0,8,6,110,143,1,0,0,1,67
11625,866,0,0,4,0,0,0,0,0,0,0,0
11635,170,0,0,8,41,211,49,104,2,78,151,0
11636,462,0,0,4,16,0,7,254,0,0,0,0
11636,241,0,0,6,28,6,0,65,243,254,0,0
11637,170,0,0,8,41,211,49,104,4,78,150,0
11648,190,0,0,6,4,1,0,4,227,254,0,0
11648,1001,0,0,8,0,0,0,0,0,0,0,0
11649,193,0,0,8,48,0,0,0,48,0,0,0
11650,197,0,0,8,48,0,0,0,48,3,187,62
11661,241,0,0,6,40,7,0,65,241,253,0,0
11661,193,0,0,8,0,0,0,0,0,0,0,0
11662,485,0,0,8,92,255,222,112,0,0,2,229
11662,298,0,0,8,16,226,112,92,0,0,16,133
11673,608,0,0,8,200,0,0,0,0,0,0,0
11674,309,0,0,8,0,0,8,86,98,13,26,51
11674,462,0,0,4,0,0,0,0,0,0,0,0
11685,510,0,0,8,6,110,143,1,0,0,65,75
11686,866,0,0,4,0,0,0,0,0,0,0,0
11686,241,0,0,6,40,7,0,65,241,253,0,0
11687,170,0,0,8,41,211,49,104,4,78,150,0
11697,190,0,0,6,4,1,0,4,227,254,0,0
11698,193,0,0,8,0,0,0,0,0,0,0,0
11699,197,0,0,8,0,0,0,0,0,3,187,62
11700,241,0,0,6,52,6,0,65,243,252,0,0
11710,209,0,0,7,192,0,255,253,0,253,0,0
11711,193,0,0,8,16,0,0,0,16,0,0,0
11712,197,0,0,8,16,0,0,0,16,3,187,62
11712,460,0,0,5,0,0,0,0,0,0,0,0
11723,170,0,0,8,41,211,49,104,0,78,152,0
11723,844,0,0,8,242,150,31,249,3,244,0,0
11724,510,0,0,8,6,110,143,1,0,0,129,83
11725,866,0,0,4,0,0,0,0,0,0,0,0
11735,170,0,0,8,41,211,49,104,2,78,151,0
11736,462,0,0,4,24,0,7,253,0,0,0,0
11737,241,0,0,6,52,6,0,65,243,252,0,0
11747,1005,0,0,6,0,0,0,0,0,255,0,0
11748,170,0,0,8,41,211,49,104,4,78,150,0
11749,501,0,0,8,15,15,0,1,0,0,3,0
11749,193,0,0,8,16,0,0,0,16,0,0,0
11760,197,0,0,8,16,0,0,0,16,3,187,62
11761,193,0,0,8,32,0,0,0,32,0,0,0
11762,197,0,0,8,32,0,0,0,32,3,187,62
11762,489,0,0,8,0,0,0,14,175,250,0,0
11773,298,0,0,8,16,226,112,92,0,0,16,149
11774,485,0,0,8,92,255,222,80,0,0,2,197
11774,844,0,0,8,250,151,31,250,3,243,0,0
11775,462,0,0,4,8,0,7,255,0,0,0,0
11785,510,0,0,8,6,110,143,2,0,0,193,92
11786,241,0,0,6,0,6,0,65,243,255,0,0
11787,170,0,0,8,41,211,49,103,4,78,151,0
11797,190,0,0,6,4,1,0,4,227,254,0,0
11798,201,0,0,8,0,0,0,39,0,0,24,0
11799,241,0,0,6,28,7,0,65,241,254,0,0
11799,193,0,0,8,32,0,0,0,32,0,0,0
11810,197,0,0,8,32,0,0,0,32,3,187,62
11811,193,0,0,8,48,0,0,0,48,0,0,0
11811,197,0,0,8,48,0,0,0,48,3,187,62
11812,460,0,0,5,0,0,0,0,0,0,0,0
11823,499,0,0,3,128,160,0,0,0,0,0,0
11823,501,0,0,8,15,15,0,1,0,0,3,0
11824,510,0,0,8,6,94,143,1,0,0,1,51
11824,866,0,0,4,0,0,0,0,0,0,0,0
11835,170,0,0,8,41,211,49,103,2,78,152,0
11836,462,0,0,4,0,0,0,0,0,0,0,0
11836,241,0,0,6,28,6,0,65,243,254,0,0
11837,170,0,0,8,41,211,49,104,4,78,150,0
11848,190,0,0,6,4,1,0,4,227,254,0,0
11849,985,0,0,5,2,0,0,0,0,0,0,0
11849,241,0,0,6,40,7,0,65,241,253,0,0
11850,1919,0,0,7,0,24,0,0,0,0,0,0
11861,1217,0,0,8,0,194,103,92,155,0,0,0
11862,197,0,0,8,0,0,0,0,0,3,187,62
11862,489,0,0,8,0,0,0,14,175,250,0,0
11863,298,0,0,8,16,226,112,92,0,0,16,165
11874,608,0,0,8,200,0,0,0,0,0,0,0
11875,499,0,0,3,0,32,0,0,0,0,0,0
11875,209,0,0,7,0,0,0,0,0,0,0,0
11875,844,0,0,8,234,150,31,250,3,244,0,0
11886,1221,0,0,5,0,0,0,0,0,0,0,0
11887,241,0,0,6,40,7,0,65,241,253,0,0
11887,170,0,0,8,41,211,49,104,4,78,150,0
11888,190,0,0,6,4,1,0,4,227,254,0,0
11899,201,0,0,8,0,0,0,39,0,0,24,0
11900,193,0,0,8,0,0,0,0,0,0,0,0
11900,499,0,0,3,64,96,0,0,0,0,0,0
11901,197,0,0,8,0,0,0,0,0,3,187,62
11912,209,0,0,7,192,0,255,253,0,253,0,0
11912,460,0,0,5,0,0,0,0,0,0,0,0
11913,1914,0,0,7,0,26,0,0,0,0,3,0
11913,1328,0,0,4,0,0,0,0,0,0,0,0
11924,170,0,0,8,41,211,49,103,0,78,153,0
11925,328,0,0,1,0,0,0,0,0,0,0,0
11925,1912,0,0,7,0,49,0,0,0,0,0,0
11926,510,0,0,8,6,110,143,1,0,0,129,83
11936,170,0,0,8,41,211,49,103,2,78,152,0
11937,241,0,0,6,52,7,0,65,241,252,0,0
11937,170,0,0,8,41,211,49,103,4,78,151,0
11948,190,0,0,6,4,1,0,4,227,254,0,0
11949,201,0,0,8,0,0,0,39,0,0,24,0
11950,193,0,0,8,16,0,0,0,16,0,0,0
11950,197,0,0,8,16,0,0,0,16,3,187,62
11961,352,0,0,5,192,12,142,244,3,0,0,0
11962,209,0,0,7,64,0,127,255,0,255,0,0
11962,840,0,0,5,0,0,0,0,27,0,0,0
11963,298,0,0,8,16,226,112,92,0,0,16,181
11973,608,0,0,8,200,0,0,0,0,0,0,0
11974,462,0,0,4,24,0,7,253,0,0,0,0
11974,510,0,0,8,6,110,143,1,0,0,193,91
11975,866,0,0,4,0,0,0,0,0,0,0,0
11986,170,0,0,8,41,211,49,103,2,78,152,0
11986,241,0,0,6,0,6,0,65,243,255,0,0
11987,1005,0,0,6,0,0,0,0,0,255,0,0
11997,170,0,0,8,41,211,49,103,4,78,151,0
11998,190,0,0,6,4,1,0,4,227,254,0,0
11999,193,0,0,8,32,0,0,0,32,0,0,0
12000,810,0,0,8,6,141,204,189,107,2,0,142
12011,197,0,0,8,32,0,0,0,32,3,187,62
12011,193,0,0,8,48,0,0,0,48,0,0,0
12012,481,0,0,7,0,0,0,0,2,24,208,0
12012,485,0,0,8,92,255,222,80,0,0,2,197
12023,170,0,0,8,41,211,49,103,0,78,153,0
12024,501,0,0,8,15,15,0,1,0,0,3,0
12024,510,0,0,8,6,94,143,2,0,0,1,52
12025,866,0,0,4,0,0,0,0,0,0,0,0
12036,170,0,0,8,41,211,49,103,2,78,152,0
12036,241,0,0,6,28,6,0,65,243,254,0,0
12037,170,0,0,8,41,211,49,103,4,78,151,0
12048,190,0,0,6,4,1,0,4,227,254,0,0
12048,201,0,0,8,0,0,0,39,0,0,24,0
12049,501,0,0,8,15,15,0,1,0,0,3,0
12050,193,0,0,8,48,0,0,0,48,0,0,0
12050,197,0,0,8,48,0,0,0,48,3,187,62
12061,193,0,0,8,0,0,0,0,0,0,0,0
12062,298,0,0,8,16,226,112,92,0,0,16,133
12062,489,0,0,8,0,0,0,14,175,249,0,0
12073,608,0,0,8,200,0,0,0,0,0,0,0
12074,609,0,0,6,128,0,0,0,0,0,0,0
12074,462,0,0,4,0,0,0,0,0,0,0,0
12075,510,0,0,8,6,110,143,1,0,0,65,75
12085,866,0,0,4,0,0,0,0,0,0,0,0
12086,1009,0,0,8,0,255,79,8,19,255,10,155
12087,241,0,0,6,40,7,0,65,241,253,0,0
12087,170,0,0,8,41,211,49,103,4,78,151,0
12098,190,0,0,6,4,1,0,4,227,254,0,0
12099,241,0,0,6,52,7,0,65,241,252,0,0
12099,193,0,0,8,0,0,0,0,0,0,0,0
12100,197,0,0,8,0,0,0,0,0,3,187,62
12111,481,0,0,7,0,0,0,0,1,20,224,0
12111,197,0,0,8,16,0,0,0,16,3,187,62
12112,455,0,0,7,9,110,246,143,0,0,63,0
12112,840,0,0,5,0,0,0,0,27,0,0,0
12123,499,0,0,3,0,32,0,0,0,0,0,0
12124,510,0,0,8,6,110,143,2,0,0,129,84
12124,866,0,0,4,0,0,0,0,0,0,0,0
12125,170,0,0,8,41,211,49,103,2,78,152,0
12136,190,0,0,6,0,1,0,4,227,255,0,0
12136,241,0,0,6,52,6,0,65,243,252,0,0
12137,170,0,0,8,41,211,49,103,4,78,151,0
12148,190,0,0,6,4,1,0,4,227,254,0,0
12148,201,0,0,8,0,0,0,39,0,0,24,0
12149,193,0,0,8,16,0,0,0,16,0,0,0
12150,197,0,0,8,16,0,0,0,16,3,187,62
12150,241,0,0,6,0,7,0,65,241,255,0,0
12161,193,0,0,8,32,0,0,0,32,0,0,0
12162,241,0,0,6,28,7,0,65,241,254,0,0
12162,489,0,0,8,0,0,0,14,175,249,0,0
12173,298,0,0,8,16,226,112,92,0,0,16,149
12174,608,0,0,8,200,0,0,0,0,0,0,0
12174,844,0,0,8,250,150,31,249,3,243,0,0
12175,462,0,0,4,8,0,7,255,0,0,0,0
12185,510,0,0,8,6,110,143,1,0,0,193,91
12186,241,0,0,6,0,7,0,65,241,255,0,0
12186,170,0,0,8,41,211,49,103,4,78,151,0
12187,190,0,0,6,4,2,0,4,227,253,0,0
12198,201,0,0,8,0,0,0,39,0,0,24,0
12199,193,0,0,8,32,0,0,0,32,0,0,0
12199,197,0,0,8,32,0,0,0,32,3,187,62
12200,241,0,0,6,28,7,0,65,241,254,0,0
12211,209,0,0,7,64,0,127,255,0,255,0,0
12211,197,0,0,8,48,0,0,0,48,3,187,62
12212,460,0,0,5,0,0,0,0,0,0,0,0
12223,170,0,0,8,41,211,49,104,0,78,152,0
12223,190,0,0,6,12,1,0,4,227,252,0,0
12224,510,0,0,8,6,110,143,2,0,0,1,68
12224,866,0,0,4,0,0,0,0,0,0,0,0
12235,170,0,0,8,41,211,49,104,2,78,151,0
12236,462,0,0,4,0,0,0,0,0,0,0,0
12236,241,0,0,6,28,6,0,65,243,254,0,0
12237,1005,0,0,6,0,0,0,0,0,255,0,0
12248,170,0,0,8,41,211,49,104,4,78,150,0
12248,501,0,0,8,15,15,0,1,0,0,3,0
12249,193,0,0,8,48,0,0,0,48,0,0,0
12250,352,0,0,5,192,12,142,244,3,0,0,0
12261,197,0,0,8,48,0,0,0,48,3,187,62
12261,193,0,0,8,0,0,0,0,0,0,0,0
12262,209,0,0,7,192,0,255,253,0,253,0,0
12262,298,0,0,8,16,226,112,92,0,0,16,165
12273,608,0,0,8,200,0,0,0,0,0,0,0
12274,309,0,0,8,0,0,8,86,98,13,26,51
12274,462,0,0,4,16,0,7,254,0,0,0,0
12275,510,0,0,8,6,110,143,1,0,0,65,75
12286,866,0,0,4,0,0,0,0,0,0,0,0
12286,241,0,0,6,40,7,0,65,241,253,0,0
12287,170,0,0,8,41,211,49,104,4,78,150,0
12297,190,0,0,6,4,1,0,4,227,254,0,0
12298,201,0,0,8,0,0,0,39,0,0,24,0
12299,193,0,0,8,0,0,0,0,0,0,0,0
12300,197,0,0,8,0,0,0,0,0,3,187,62
12300,241,0,0,6,52,6,0,65,243,252,0,0
12311,193,0,0,8,16,0,0,0,16,0,0,0
12312,481,0,0,7,0,0,0,0,0,16,240,0
12312,455,0,0,7,9,110,118,145,0,0,63,0
12323,170,0,0,8,41,211,49,104,0,78,152,0
12324,190,0,0,6,12,1,0,4,227,252,0,0
12324,510,0,0,8,6,110,143,1,0,0,129,83
12325,866,0,0,4,0,0,0,0,0,0,0,0
12335,170,0,0,8,41,211,49,104,2,78,151,0
12336,1105,0,0,6,0,0,0,0,255,0,0,0
12337,241,0,0,6,52,7,0,65,241,252,0,0
12338,170,0,0,8,41,211,49,103,4,78,151,0
12349,190,0,0,6,4,1,0,4,227,254,0,0
12349,1001,0,0,8,0,0,0,0,0,0,0,0
12350,1225,0,0,7,64,89,0,0,16,0,0,0
12350,193,0,0,8,16,0,0,0,16,0,0,0
12361,197,0,0,8,16,0,0,0,16,3,187,62
12362,485,0,0,8,92,255,222,48,0,0,2,165
12363,298,0,0,8,16,226,112,92,0,0,16,181
12363,608,0,0,8,200,0,0,0,0,0,0,0
12374,609,0,0,6,128,0,0,0,0,0,0,0
12375,844,0,0,8,250,150,31,249,3,243,0,0
12375,462,0,0,4,24,0,7,253,0,0,0,0
12386,510,0,0,8,6,110,143,1,0,0,193,91
12386,866,0,0,4,0,0,0,0,0,0,0,0
12387,241,0,0,6,0,6,0,65,243,255,0,0
12387,170,0,0,8,41,211,49,103,4,78,151,0
12398,190,0,0,6,4,1,0,4,227,254,0,0
12399,193,0,0,8,32,0,0,0,32,0,0,0
12400,197,0,0,8,32,0,0,0,32,3,187,62
12400,481,0,0,7,0,0,0,0,3,28,192,0
12411,209,0,0,7,64,0,127,255,0,255,0,0
12412,209,0,0,7,128,0,191,254,0,254,0,0
12412,463,0,0,3,0,0,5,0,0,0,0,0
12413,499,0,0,3,128,160,0,0,0,0,0,0
12423,170,0,0,8,41,211,49,103,0,78,153,0
12424,510,0,0,8,6,110,143,2,0,0,1,68
12424,866,0,0,4,0,0,0,0,0,0,0,0
12435,170,0,0,8,41,211,49,103,2,78,152,0
12436,190,0,0,6,0,1,0,4,227,255,0,0
12436,241,0,0,6,28,6,0,65,243,254,0,0
12437,170,0,0,8,41,211,49,103,4,78,151,0
12448,190,0,0,6,4,1,0,4,227,254,0,0
12448,501,0,0,8,15,15,0,1,0,0,3,0
12449,193,0,0,8,48,0,0,0,48,0,0,0
12450,197,0,0,8,48,0,0,0,48,3,187,62
12461,241,0,0,6,40,7,0,65,241,253,0,0
12461,193,0,0,8,0,0,0,0,0,0,0,0
12462,485,0,0,8,92,255,222,112,0,0,2,229
12463,298,0,0,8,16,226,112,92,0,0,16,133
12473,608,0,0,8,200,0,0,0,0,0,0,0
12474,501,0,0,8,15,15,0,1,0,0,3,0
12474,462,0,0,4,0,0,0,0,0,0,0,0
12475,510,0,0,8,6,110,139,2,0,0,65,72
12486,866,0,0,4,0,0,0,0,0,0,0,0
12486,241,0,0,6,40,7,0,65,241,253,0,0
12487,1005,0,0,6,0,0,0,0,0,255,0,0
12487,170,0,0,8,41,211,49,103,4,78,151,0
12498,190,0,0,6,4,1,0,4,227,254,0,0
12499,193,0,0,8,0,0,0,0,0,0,0,0
12500,499,0,0,3,64,96,0,0,0,0,0,0
12500,197,0,0,8,0,0,0,0,0,3,187,62
12511,209,0,0,7,192,0,255,253,0,253,0,0
12512,209,0,0,7,0,0,0,0,0,0,0,0
12512,485,0,0,8,92,255,222,16,0,0,2,133
12513,170,0,0,8,41,211,49,103,0,78,153,0
12524,190,0,0,6,12,2,0,4,227,251,0,0
12524,510,0,0,8,6,110,143,2,0,0,129,84
12525,866,0,0,4,0,0,0,0,0,0,0,0
12535,170,0,0,8,41,211,49,103,2,78,152,0
12536,190,0,0,6,0,1,0,4,227,255,0,0
12536,241,0,0,6,52,6,0,65,243,252,0,0
12537,170,0,0,8,41,211,49,103,4,78,151,0
12548,190,0,0,6,4,1,0,4,227,254,0,0
12548,1001,0,0,8,0,0,0,0,0,0,0,0
12549,193,0,0,8,16,0,0,0,16,0,0,0
12550,197,0,0,8,16,0,0,0,16,3,187,62
12561,241,0,0,6,0,6,0,65,243,255,0,0
12561,193,0,0,8,32,0,0,0,32,0,0,0
12562,485,0,0,8,92,255,222,48,0,0,2,165
12563,298,0,0,8,16,226,112,92,0,0,16,149
12573,608,0,0,8,200,0,0,0,0,0,0,0
12574,501,0,0,8,15,15,0,1,0,0,3,0
12575,462,0,0,4,8,0,7,255,0,0,0,0
12575,510,0,0,8,6,110,143,1,0,0,193,91
12586,866,0,0,4,0,0,0,0,0,0,0,0
12586,241,0,0,6,0,7,0,65,241,255,0,0
12587,170,0,0,8,41,211,49,103,4,78,151,0
12598,190,0,0,6,4,1,0,4,227,254,0,0
12598,201,0,0,8,0,0,0,39,0,0,24,0
12599,193,0,0,8,32,0,0,0,32,0,0,0
12600,197,0,0,8,32,0,0,0,32,3,187,62
12611,241,0,0,6,28,7,0,65,241,254,0,0
12611,193,0,0,8,48,0,0,0,48,0,0,0
12612,209,0,0,7,128,0,191,254,0,254,0,0
12612,485,0,0,8,92,255,221,80,0,0,2,196
12623,481,0,0,7,0,0,0,0,2,24,208,0
12624,510,0,0,8,6,110,143,1,0,0,1,67
12624,866,0,0,4,0,0,0,0,0,0,0,0
12625,170,0,0,8,41,211,49,103,2,78,152,0
12636,190,0,0,6,0,1,0,4,227,255,0,0
12636,241,0,0,6,28,7,0,65,241,254,0,0
12637,170,0,0,8,41,211,49,103,4,78,151,0
12647,190,0,0,6,4,1,0,4,227,254,0,0
12648,201,0,0,8,0,0,0,39,0,0,24,0
12649,1001,0,0,8,0,0,0,0,0,0,0,0
12650,193,0,0,8,48,0,0,0,48,0,0,0
12650,197,0,0,8,48,0,0,0,48,3,187,62
12661,193,0,0,8,0,0,0,0,0,0,0,0
12662,298,0,0,8,16,226,112,92,0,0,16,165
12662,489,0,0,8,0,0,0,14,175,249,0,0
12663,608,0,0,8,200,0,0,0,0,0,0,0
12674,609,0,0,6,128,0,0,0,0,0,0,0
12674,462,0,0,4,16,0,7,254,0,0,0,0
12675,510,0,0,8,6,110,143,2,0,0,65,76
12685,866,0,0,4,0,0,0,0,0,0,0,0
12686,170,0,0,8,41,211,49,103,2,78,152,0
12686,241,0,0,6,40,7,0,65,241,253,0,0
12687,170,0,0,8,41,211,49,103,4,78,151,0
12698,190,0,0,6,4,2,0,4,227,253,0,0
12698,193,0,0,8,0,0,0,0,0,0,0,0
12699,197,0,0,8,0,0,0,0,0,3,187,62
12700,241,0,0,6,52,7,0,65,241,252,0,0
12711,209,0,0,7,192,0,255,253,0,253,0,0
12711,193,0,0,8,16,0,0,0,16,0,0,0
12712,460,0,0,5,0,0,0,0,0,0,0,0
12712,840,0,0,5,0,0,0,0,27,0,0,0
12723,499,0,0,3,0,32,0,0,0,0,0,0
12724,510,0,0,8,6,94,143,1,0,0,129,67
12724,866,0,0,4,0,0,0,0,0,0,0,0
12725,170,0,0,8,41,211,49,103,2,78,152,0
12736,190,0,0,6,0,1,0,4,227,255,0,0
12736,1105,0,0,6,0,0,0,0,255,0,0,0
12737,241,0,0,6,52,7,0,65,241,252,0,0
12737,1005,0,0,6,0,0,0,0,0,255,0,0
12748,170,0,0,8,41,211,49,103,4,78,151,0
12749,241,0,0,6,0,7,0,65,241,255,0,0
12749,193,0,0,8,16,0,0,0,16,0,0,0
12750,197,0,0,8,16,0,0,0,16,3,187,62
12761,352,0,0,5,192,12,142,244,3,0,0,0
12762,197,0,0,8,32,0,0,0,32,3,187,62
12762,489,0,0,8,0,0,0,14,175,250,0,0
12773,481,0,0,7,0,0,0,0,3,28,192,0
12773,608,0,0,8,200,0,0,0,0,0,0,0
12774,462,0,0,4,24,0,7,253,0,0,0,0
12774,510,0,0,8,6,110,143,2,0,0,193,92
12785,866,0,0,4,0,0,0,0,0,0,0,0
12786,241,0,0,6,0,6,0,65,243,255,0,0
12786,170,0,0,8,41,211,49,105,4,78,149,0
12787,190,0,0,6,4,1,0,4,227,254,0,0
12798,201,0,0,8,0,0,0,39,0,0,24,0
12798,241,0,0,6,28,6,0,65,243,254,0,0
12799,193,0,0,8,32,0,0,0,32,0,0,0
12800,499,0,0,3,192,224,0,0,0,0,0,0
12810,197,0,0,8,32,0,0,0,32,3,187,62
12811,193,0,0,8,48,0,0,0,48,0,0,0
12812,460,0,0,5,0,0,0,0,0,0,0,0
12812,485,0,0,8,92,255,222,80,0,0,2,197
12823,170,0,0,8,41,211,49,105,0,78,151,0
12824,501,0,0,8,15,15,0,1,0,0,3,0
12824,510,0,0,8,6,94,143,2,0,0,1,52
12825,866,0,0,4,0,0,0,0,0,0,0,0
12836,170,0,0,8,41,211,49,105,2,78,150,0
12836,1009,0,0,8,0,255,79,8,19,255,10,155
12837,241,0,0,6,28,7,0,65,241,254,0,0
12838,170,0,0,8,41,211,49,104,4,78,150,0
12849,190,0,0,6,4,1,0,4,227,254,0,0
12849,1001,0,0,8,0,0,0,0,0,0,0,0
12850,1919,0,0,7,0,24,0,0,0,0,0,0
12851,193,0,0,8,48,0,0,0,48,0,0,0
12862,197,0,0,8,48,0,0,0,48,3,187,62
12862,489,0,0,8,0,0,0,14,175,249,0,0
12863,298,0,0,8,16,226,112,92,0,0,16,133
12874,608,0,0,8,200,0,0,0,0,0,0,0
12875,609,0,0,6,128,0,0,0,0,0,0,0
12875,1265,0,0,8,66,52,2,52,0,142,0,151
12876,462,0,0,4,0,0,0,0,0,0,0,0
12886,1221,0,0,5,0,0,0,0,0,0,0,0
12887,241,0,0,6,40,7,0,65,241,253,0,0
12887,170,0,0,8,41,211,49,104,4,78,150,0
12888,190,0,0,6,4,1,0,4,227,254,0,0
12899,201,0,0,8,0,0,0,39,0,0,24,0
12900,193,0,0,8,0,0,0,0,0,0,0,0
12900,810,0,0,8,6,141,204,189,107,2,0,142
12901,197,0,0,8,0,0,0,0,0,3,187,62
12912,209,0,0,7,192,0,255,253,0,253,0,0
12912,455,0,0,7,9,110,246,143,0,0,63,0
12913,840,0,0,5,0,0,0,0,27,0,0,0
12914,481,0,0,7,0,0,0,0,0,16,240,0
12924,170,0,0,8,41,211,49,104,0,78,152,0
12925,328,0,0,1,0,0,0,0,0,0,0,0
12925,1912,0,0,7,0,49,0,0,0,0,0,0
12926,510,0,0,8,6,110,143,2,0,0,129,84
12937,170,0,0,8,41,211,49,104,2,78,151,0
12937,241,0,0,6,52,6,0,65,243,252,0,0
12938,170,0,0,8,41,211,49,104,4,78,150,0
12949,190,0,0,6,4,1,0,4,227,254,0,0
12949,201,0,0,8,0,0,0,39,0,0,24,0
12950,193,0,0,8,16,0,0,0,16,0,0,0
12950,197,0,0,8,16,0,0,0,16,3,187,62
12961,352,0,0,5,192,12,142,244,3,0,0,0
12962,485,0,0,8,92,255,222,48,0,0,2,165
12962,298,0,0,8,16,226,112,92,0,0,16,149
12963,608,0,0,8,200,0,0,0,0,0,0,0
12974,609,0,0,6,128,0,0,0,0,0,0,0
12974,462,0,0,4,8,0,7,255,0,0,0,0
12975,510,0,0,8,6,126,143,2,0,0,193,108
12975,866,0,0,4,0,0,0,0,0,0,0,0
12986,170,0,0,8,41,211,49,104,2,78,151,0
12987,241,0,0,6,0,6,0,65,243,255,0,0
12987,1005,0,0,6,0,0,0,0,0,255,0,0
12998,170,0,0,8,41,211,49,104,4,78,150,0
12999,190,0,0,6,4,1,0,4,227,254,0,0
12999,193,0,0,8,32,0,0,0,32,0,0,0
13000,197,0,0,8,32,0,0,0,32,3,187,62
13011,241,0,0,6,28,7,0,65,241,254,0,0
13011,197,0,0,8,48,0,0,0,48,3,187,62
13012,455,0,0,7,9,110,54,146,0,0,63,0
13012,840,0,0,5,0,0,0,0,27,0,0,0
13023,170,0,0,8,41,211,49,104,0,78,152,0
13024,510,0,0,8,6,110,143,2,0,0,1,68
13024,866,0,0,4,0,0,0,0,0,0,0,0
13025,170,0,0,8,41,211,49,104,2,78,151,0
13036,190,0,0,6,0,1,0,4,227,255,0,0
13036,241,0,0,6,28,7,0,65,241,254,0,0
13037,170,0,0,8,41,211,49,104,4,78,150,0
13048,190,0,0,6,4,1,0,4,227,254,0,0
13048,201,0,0,8,0,0,0,39,0,0,24,0
13049,193,0,0,8,48,0,0,0,48,0,0,0
13050,197,0,0,8,48,0,0,0,48,3,187,62
13060,241,0,0,6,40,7,0,65,241,253,0,0
13061,193,0,0,8,0,0,0,0,0,0,0,0
13062,298,0,0,8,16,226,112,92,0,0,16,165
13062,489,0,0,8,0,0,0,14,175,249,0,0
13073,481,0,0,7,0,0,0,0,1,20,224,0
13074,501,0,0,8,15,15,0,1,0,0,3,0
13074,462,0,0,4,16,0,7,254,0,0,0,0
13075,510,0,0,8,6,110,143,1,0,0,65,75
13085,866,0,0,4,0,0,0,0,0,0,0,0
13086,241,0,0,6,40,6,0,65,243,253,0,0
13086,170,0,0,8,41,211,49,104,4,78,150,0
13087,190,0,0,6,4,1,0,4,227,254,0,0
13098,201,0,0,8,0,0,0,39,0,0,24,0
13099,1020,0,0,8,72,24,112,163,155,0,163,155
13100,193,0,0,8,0,0,0,0,0,0,0,0
13100,197,0,0,8,0,0,0,0,0,3,187,62
13111,241,0,0,6,52,7,0,65,241,252,0,0
13111,197,0,0,8,16,0,0,0,16,3,187,62
